# krno	tit	no of sp	uniq sp
KR1a0080	大易象數鈎深圖-元-張理	9354	2123
KR1a0081	學易記-元-李簡	122332	7640
KR1a0082	周易集傳-元-龍仁夫	70040	5800
KR1a0083	讀易考原-元-蕭漢中	10560	1374
KR1a0084	易精蘊大義-元-解蒙	82941	5877
KR1a0085	易學變通-元-曾貫	27283	3310
KR1a0086	周易會通-元-董眞卿	477099	11893
KR1a0087	周易圖說-元-錢義方	7841	1890
KR1a0088	周易爻變易縕-元-陳應潤	80310	7480
KR1a0089	周易參義-元-梁寅	87051	6059
KR1a0090	周易文詮-元-趙汸	92286	6395
KR1a0091	周易傳義大全-明-胡廣	440397	10520
KR1a0092	易經蒙引-明-蔡清	332873	10894
KR1a0093	讀易餘言-明-崔銑	39208	5456
KR1a0094	啟蒙意見-明-韓邦奇	22344	2255
KR1a0095	易經存疑-明-林希元	173793	8830
KR1a0096	周易辯錄-明-楊爵	54857	5582
KR1a0097	易像鈔-明-胡居仁	121305	8744
KR1a0098	周易象旨決錄-明-熊過	99112	6727
KR1a0099	易象鈎解-明-陳士元	31190	3856
KR1a0100	周易集註-明-來知德	167754	7688
KR1a0101	讀易紀聞-明-張獻翼	72997	7064
KR1a0102	葉八白易傳-明-葉山	137219	11145
KR1a0103	讀易述-明-潘士藻	236707	9008
KR1a0104	像象管見-明-錢一本	117729	6733
KR1a0105	周易劄記-明-逯中立	26170	4061
KR1a0106	周易易簡說-明-高攀龍	35259	4021
KR1a0107	易義古象通-明-魏濬	79730	7739
KR1a0108	周易像象述-明-吳桂森	133582	7121
KR1a0109	易用-明-陳祖念	42587	5335
KR1a0110	易象正-明-黃道周	195095	10356
KR1a0111	兒易內儀以-明-倪元璐	70256	6556
KR1a0112	卦變考略-明-董守諭	10173	1832
KR1a0113	古周易訂詁-明-何楷	307936	11447
KR1a0114	周易玩辭困學記-明-張次仲	202325	10671
KR1a0115	易經通注-清-傅以漸	72604	6539
KR1a0116	日講易經解義-清-牛鈕	216910	9064
KR1a0117	御纂周易折中-清-李光地	362101	9885
KR1a0118	御纂周易述義-清-傅恒	94564	6550
KR1a0119	讀易大旨-清-孫奇逢	60408	6201
KR1a0120	周易稗疏-清-王夫之	13640	3415
KR1a0121	易酌-清-刁包	181328	9599
KR1a0122	田間易學-清-錢澄之	217963	9657
KR1a0123	易學象數論-清-黃宗羲	48202	4925
KR1a0124	周易象辭-清-黃宗炎	265535	11675
KR1a0125	周易筮述-清-王弘撰	75886	7743
KR1a0126	仲氏易-清-毛奇齡	145735	8258
KR1a0127	推易始末-清-毛奇齡	14782	2023
KR1a0128	春秋占筮書-清-毛奇齡	12742	2739
KR1a0129	易小帖-清-毛奇齡	27082	4077
KR1a0130	易俟-清-喬萊	99310	7188
KR1a0131	讀易日鈔-清-張烈	106797	6588
KR1a0132	周易通論-清-李光地	33543	4049
KR1a0133	周易觀彖-清-李光地	70509	5585
KR1a0134	周易淺述-清-陳夢雷	133827	6744
KR1a0135	易原就正-清-包儀	114966	6325
KR1a0136	大易通解-清-魏荔彤	257245	8327
KR1a0137	易經衷論-清-張英	25351	3672
KR1a0138	易圖明辨-清-胡渭	74453	7175
KR1a0139	合訂刪補大易集義粹言-清-納喇性德	641904	11904
KR1a0140	周易傳註-清-李塨	92478	7208
KR1a0141	周易劄記-清-楊名時	16736	3230
KR1a0142	周易傳義合訂-清-朱軾	112259	7370
KR1a0143	周易玩辭集解-清-查愼行	181211	8850
KR1a0144	惠氏易說-清-惠士奇	41446	5776
KR1a0145	周易函書約存-清-胡煦	460791	11856
KR1a0146	易箋-清-陳法	101567	7103
KR1a0147	學易初津-清-晏斯盛	23584	3552
KR1a0148	易翼宗-清-晏斯盛	70713	5897
KR1a0149	易翼說-清-晏斯盛	82075	6446
KR1a0150	周易孔義集說-清-沈起元	234485	8857
KR1a0151	易翼述信-清-王又樸	143498	7787
KR1a0152	周易淺釋-清-潘思榘	79225	5747
KR1a0153	周易洗心-清-任啟運	137596	7784
KR1a0154	豐川易說-清-王心敬	104282	6414
KR1a0155	周易述-清-惠棟	200644	7945
KR1a0156	易漢學-清-惠棟	30673	4262
KR1a0157	易例-清-惠棟	20841	3328
KR1a0158	易象大意存解-清-任陳晉	11816	2569
KR1a0159	大易擇言-清-程廷祚	216707	8378
KR1a0160	周易辨畫-清-連斗山	187029	7953
KR1a0161	周易圖書質疑-清-趙繼序	80358	5583
KR1a0162	周易章句證異-清-翟圴廉	65777	5273
KR1a0163	乾坤鑿度-漢-鄭玄	9330	2274
KR1a0164	易緯稽覽圖-漢-鄭玄	11969	2157
KR1a0165	易緯辨終備-漢-鄭玄	946	499
KR1a0166	周易乾鑿度-漢-鄭玄	11483	2348
KR1a0167	易緯通卦驗-漢-鄭玄	10934	2122
KR1a0168	易緯乾元序制記-漢-鄭玄	2153	784
KR1a0169	易緯是類謀-漢-鄭玄	4868	1441
KR1a0170	易緯坤靈圖-漢-鄭玄	516	311
KR1b0001	尚書(正文)--	23944	3348
KR1b0002	監本纂圖重言重意互註點校尚書-漢-	83219	6614
KR1b0003	尚書正義-唐-孔穎達	218875	9973
KR1b0004	尚書注疏-漢-孔安國	326310	11643
KR1b0005	洪範口義-宋-胡瑗	12554	2857
KR1b0006	書傳-宋-蘇軾	62057	6963
KR1b0007	尚書全解-宋-林之奇	364517	12149
KR1b0008	禹貢指南-宋-毛晃	21345	3469
KR1b0009	禹貢論-宋-程大昌	43670	4796
KR1b0010	尚書講義-宋-史浩	100425	8026
KR1b0011	夏氏尚書詳解-宋-夏僎	257632	10684
KR1b0012	禹貢說斷-宋-傅寅	49857	5597
KR1b0013	增修東萊書說-宋-呂祖謙	141275	8832
KR1b0014	尚書說-宋-黃度	108169	8699
KR1b0015	五誥解-宋-楊簡	10704	2376
KR1b0016	絜齋家塾書鈔-宋-袁燮	121963	8358
KR1b0017	書經集傳-宋-蔡沈	113239	8986
KR1b0018	尚書精義-宋-黃倫	230595	10918
KR1b0019	陳氏尚書詳解-宋-陳經	192833	9738
KR1b0020	融尚書解-宋-錢時	81992	7291
KR1b0021	洪範統一-宋-趙善湘	4635	1347
KR1b0022	尚書要義-宋-魏了翁	83065	7656
KR1b0023	書集傳或問-宋-陳大猷	39577	6090
KR1b0024	胡氏尚書詳解-宋-胡士行	66878	7378
KR1b0025	尚書表注-宋-金履祥	23594	3718
KR1b0026	書纂言-元-吳澄	85129	8087
KR1b0027	書集傳纂疏-元-陳櫟	221468	11191
KR1b0028	讀書叢說-元-許謙	28262	4978
KR1b0029	書傳輯錄纂註-元-董鼎	271069	12150
KR1b0030	尚書通考-元-黃鎭成	77782	7948
KR1b0031	書蔡氏傳旁通-元-陳師凱	86821	9331
KR1b0032	讀書管見-元-王充耘	26769	4636
KR1b0033	書義斷法-元-陳悅道	29854	4404
KR1b0034	尚書纂傳-元-王天與	213240	11518
KR1b0035	尚書句解-元-朱祖義	82688	7641
KR1b0036	書傳會選-明-劉三吾	155779	10296
KR1b0037	書經大全-明-胡廣	281193	12035
KR1b0038	尚書考異-明-梅鷟	40893	5834
KR1b0039	尚書疑義-明-馬明衡	50928	6339
KR1b0040	尚書日記-明-王樵	216145	11584
KR1b0041	尚書砭蔡編-明-袁仁	9088	2744
KR1b0042	尚書注考-明-陳泰交	8794	2050
KR1b0043	尚書疏衍-明-陳第	30632	5569
KR1b0044	洪範明義-明-黃道周	68520	6998
KR1b0045	日講書經解義-清-庫勒納	164058	9105
KR1b0046	欽定書經傳說彙纂-清-王頊齡	373837	13121
KR1b0047	尚書稗疏-清-王夫之	59380	7177
KR1b0048	尚書古文疏證-清-閻若璩	191818	12243
KR1b0050	尚書廣聽錄-清-毛奇齡	25246	4280
KR1b0051	尚書埤傳-清-朱鶴齡	134075	10809
KR1b0052	禹貢長箋-清-朱鶴齡	105493	7933
KR1b0053	禹貢錐指-清-胡渭	299449	12194
KR1b0054	洪範正論-清-胡渭	41183	5962
KR1b0055	尚書七篇解義-清-李光地	17366	3598
KR1b0056	書經衷論-清-張英	32401	5449
KR1b0057	尚書地理今釋-清-蔣廷錫	12907	2578
KR1b0058	禹貢會箋-清-徐文靖	53886	5941
KR1b0059	尚書大傳-漢-伏勝	44058	5794
KR1b0060	書義矜式-元-王充耘	58252	5774
KR1c0001	毛詩(正文)--	34687	4773
KR1c0002	毛詩-漢-	160363	9912
KR1c0003	詩序-周-卜商	14818	3473
KR1c0004	毛詩注疏-漢-毛亨	759316	15011
KR1c0005	毛詩草木鳥獸蟲魚疏-吳-陸璣	7483	2262
KR1c0006	陸氏詩疏廣要-吳-陸璣	69290	7782
KR1c0007	毛詩指說-唐-成伯璵	4601	1834
KR1c0008	詩本義-宋-歐陽修	51558	5950
KR1c0009	詩集傳-宋-朱熹	125419	9297
KR1c0010	蘇氏詩集傳-宋-蘇轍	83838	7838
KR1c0011	毛詩名物解-宋-蔡卞	30657	5180
KR1c0012	毛詩李黃集解-宋-李樗	352631	12536
KR1c0013	詩補傳-宋-范處義	185916	10529
KR1c0014	詩總聞-宋-王質	106134	9135
KR1c0015	詩經集傳-宋-朱熹	124515	9604
KR1c0016	慈湖詩傳-宋-楊簡	152124	10868
KR1c0017	呂氏家塾讀詩記-宋-呂祖謙	236150	11749
KR1c0018	續呂氏家塾讀詩記-宋-戴溪	33440	5773
KR1c0019	絜齋毛詩經筵講義-宋-袁燮	16850	3939
KR1c0020	毛詩講義-宋-林岊	104188	9263
KR1c0021	詩童子問-宋-輔廣	95424	8472
KR1c0022	段氏毛詩集解-宋-段昌武	229133	11952
KR1c0023	詩緝-宋-嚴粲	289571	12936
KR1c0024	詩傳遺說-宋-朱鑑	43643	5838
KR1c0025	詩考-宋-王應麟	16060	4035
KR1c0026	詩地理考-宋-王應麟	41326	5141
KR1c0027	詩集傳名物鈔-元-許謙	105627	10246
KR1c0028	詩傳通釋-元-劉瑾	302140	13005
KR1c0029	詩傳旁通-元-梁益	72425	9177
KR1c0030	詩經疏義會通-元-朱公遷	281565	12593
KR1c0031	詩經欵問-元-朱倬	15966	3101
KR1c0032	詩纘緖-元-劉玉汝	91059	7915
KR1c0033	詩演義-元-梁寅	75647	7842
KR1c0034	詩解頤-明-朱善	44543	6056
KR1c0035	詩傳大全-明-胡廣	325844	13290
KR1c0036	詩說解頤-明-季本	210413	11331
KR1c0037	讀詩私記-明-李先芳	17654	4155
KR1c0038	詩故-明-朱謀㙔	30963	6014
KR1c0039	六家詩名物疏-明-馮復京	236204	13279
KR1c0040	重訂詩經疑問-明-姚舜牧	139258	9279
KR1c0041	詩經世本古義-明-何楷	802530	18109
KR1c0042	待軒詩記-明-張次仲	257598	13575
KR1c0043	讀詩略記-明-朱朝瑛	94864	9477
KR1c0044	欽定詩經傳說彙纂-清-王鴻緖	535701	14451
KR1c0045	御纂詩義折中-清-傅恒	161046	10265
KR1c0046	田間詩學-清-錢澄之	269806	12938
KR1c0047	詩經稗疏-清-王夫之	60329	7979
KR1c0048	詩經通義-清-朱鶴齡	201168	11796
KR1c0049	毛詩稽古編-清-陳啟源	245763	12959
KR1c0050	詩所-清-李光地	68396	7426
KR1c0051	毛詩寫官記-清-毛奇齡	19826	4023
KR1c0052	詩札-清-毛奇齡	9527	2416
KR1c0053	詩傳詩說駁義-清-毛奇齡	17762	3225
KR1c0054	續詩傳鳥名卷-清-毛奇齡	13939	2967
KR1c0055	詩識名解-清-姚炳	110900	8776
KR1c0056	詩傳名物集覽-清-陳大章	139846	10832
KR1c0057	詩說-清-惠周惕	13985	3556
KR1c0058	詩經劄記-清-楊名時	7022	2321
KR1c0059	讀詩質疑-清-嚴虞惇	259021	12343
KR1c0060	毛詩類釋-清-顧棟高	79285	8842
KR1c0061	詩欵辨證-清-黃中松	152607	10921
KR1c0062	三家詩拾遺-清-范家相	33566	6026
KR1c0063	詩瀋-清-范家相	69005	8226
KR1c0064	詩序補義-清-姜炳璋	150076	10770
KR1c0065	虞東學詩-清-顧鎭	200055	12294
KR1c0066	韓詩外傳-漢-韓嬰	38056	5739
KR1d0001	周禮(正文)--	40929	3744
KR1d0002	周禮-漢-	149092	8296
KR1d0003	周禮注疏-漢-鄭玄	611461	12564
KR1d0004	周官新義-宋-王安石	79211	6005
KR1d0005	周禮詳解-宋-王昭禹	304746	9911
KR1d0006	周禮復古編-宋-兪庭椿	8632	2071
KR1d0007	禮經會元-宋-葉時	84617	7253
KR1d0008	太平經國書-宋-鄭伯謙	32759	5196
KR1d0009	周官總義-宋-易祓	180016	8975
KR1d0010	周禮訂義-宋-王與之	613553	14022
KR1d0011	鬳齋考工記解-宋-林希逸	33636	4209
KR1d0012	周禮句解-宋-朱申	95926	6784
KR1d0013	周禮集說-宋-闕名	225787	10998
KR1d0014	周官集傳-元-毛應龍	98495	8084
KR1d0015	周禮傳-明-王應電	269499	11946
KR1d0016	周禮全經釋原-明-柯尚遷	252040	10698
KR1d0017	周禮註疏刪翼-明-王志長	400763	13398
KR1d0018	欽定周官義疏-清-高宗弘曆	13459	3814
KR1d0019	周禮述註-清-李光坡	215227	10403
KR1d0020	周禮纂訓-清-李鍾倫	186194	9123
KR1d0021	周官集注-清-方苞	156456	8926
KR1d0022	禮說-清-惠士奇	144243	11293
KR1d0023	周官祿田考-清-沈彤	23411	2837
KR1d0024	周禮疑義擧要-清-江永	34138	4890
KR1d0026	儀禮-漢-	108363	5439
KR1d0027	儀禮疏-唐-賈公彥	303745	8006
KR1d0028	儀禮注疏-漢-鄭玄	483178	9405
KR1d0029	儀禮識誤-宋-張淳	11253	2148
KR1d0030	儀禮集釋-宋-李如圭	174506	6842
KR1d0031	儀禮釋宮-宋-李如圭	6033	1221
KR1d0032	儀禮圖-宋-楊復	156897	6700
KR1d0033	儀禮要義-宋-魏了翁	227239	7541
KR1d0034	儀禮逸經-元-吳澄	10833	2226
KR1d0035	儀禮集說-元-敖繼公	215914	6558
KR1d0036	經禮補逸-元-汪克寬	40934	5652
KR1d0037	欽定儀禮義疏-清-高宗弘曆	608762	10934
KR1d0038	儀禮鄭註句讀-清-張爾岐	175716	6958
KR1d0039	儀禮商-清-萬斯大	18518	3286
KR1d0040	儀禮述註-清-李光坡	168581	6748
KR1d0041	儀禮析疑-清-方苞	115842	6450
KR1d0042	儀禮章句-清-吳廷華	139666	6143
KR1d0043	補饗禮-清-諸錦	3821	1278
KR1d0044	禮經本義-清-蔡德晉	176628	6860
KR1d0045	宮室考-清-任啟運	14727	2651
KR1d0046	天子肆獻祼饋食禮-清-任啟運	32448	3722
KR1d0047	儀禮釋宮增注-清-江永	8503	1501
KR1d0048	儀禮小疏-清-沈彤	38405	3988
KR1d0049	儀禮集編-清-盛世佐	563644	11343
KR1d0050	內外服制通釋-宋-車垓	13627	1825
KR1d0051	讀禮通考-清-徐乾學	1208140	17767
KR1d0052	禮記(正文)--	79687	6753
1:#	0.00001255
KR1d0053	禮記注疏-漢-鄭玄	872203	14259
KR1d0054	纂圖互註禮記-漢-	225023	10162
KR1d0055	禮記要義-宋-魏了翁	144385	8162
KR1d0056	月令解-宋-張虙	24117	4135
KR1d0057	禮記集說-宋-衞湜	1354895	15740
KR1d0058	禮記纂言-元-吳澄	988196	12940
KR1d0059	禮記集說-元-陳澔	258446	11130
KR1d0060	禮記大全-明-胡廣	407602	12240
KR1d0061	禮記正義殘-唐-孔穎達	61728	5829
KR1d0062	月令明義-明-黃道周	29004	5079
KR1d0063	表記集傳-明-黃道周	67185	6662
KR1d0064	坊記集傳-明-黃道周	59217	6151
KR1d0065	緇衣集傳-明-黃道周	92188	9796
KR1d0066	儒行集傳-明-黃道周	56826	7957
KR1d0067	日講禮記解義-清-張廷玉	324055	11338
KR1d0068	欽定禮記義疏-清-高宗弘曆	944813	15355
KR1d0069	深衣考-清-黃宗義	4529	1038
KR1d0070	陳氏禮記集說補正-清-納喇性德	111241	8531
KR1d0071	禮記述註-清-李光坡	273295	11351
KR1d0072	禮記析疑-清-方苞	102558	8271
KR1d0073	檀弓疑問-清-邵泰衢	5252	1745
KR1d0074	禮記訓義擇言-清-江永	49950	5413
KR1d0075	深衣考誤-清-江永	4002	817
KR1d0076	大戴禮記-漢-戴德	49637	6254
KR1d0077	夏小正戴氏傳-宋-傅崧卿	4873	1210
KR1d0078	三禮圖集注-宋-聶崇義	63894	5806
KR1d0079	三禮圖-明-劉績	33776	4872
KR1d0080	學禮質疑-清-萬斯大	22250	3730
KR1d0081	讀禮志疑-清-陸隴其	40773	5759
KR1d0082	郊社禘祫問-清-毛奇齡	7311	1691
KR1d0083	參讀禮志疑-清-汪紱	33774	4909
KR1d0084	禮書-宋-陳祥道	293883	11099
KR1d0085	儀禮經傳通解-宋-朱熹	435848	12874
KR1d0086	禮書綱目-清-江永	813114	15690
KR1d0087	五禮通考-清-泰蕙田	3502260	21540
KR1d0088	書儀-宋-司馬光	41517	5025
KR1d0089	家禮-宋-朱熹	32028	4320
KR1d0090	泰泉鄉禮-明-黃佐	31679	4781
KR1d0091	朱子禮纂-清-李光地	36262	5689
KR1d0092	辨定祭禮通俗譜-清-毛奇齡	25449	3694
KR1e0001	春秋左傳(正文)--	178800	7440
8:#	0.00000559
KR1e0002	春秋經傳集解-晉-	328764	10580
KR1e0003	春秋正義-唐-孔穎達	554522	13567
KR1e0004	春秋左傳注疏-周-左丘明	830002	14516
KR1e0006	春秋公羊傳注疏-周-公羊高	307387	9315
KR1e0007	春秋公羊經傳解詁-漢-	104697	6594
KR1e0008	春秋穀梁傳(正文)--	41030	3179
KR1e0009	春秋穀梁傳-晉-	72460	5687
KR1e0010	春秋穀梁注疏-周-穀梁赤	167026	8085
KR1e0011	箴膏肓-漢-鄭玄	2241	957
KR1e0012	春秋釋例-晉-杜預	94782	6711
KR1e0013	春秋集傳纂例-唐-陸淳	65140	5564
KR1e0014	春秋集傳微旨-唐-陸淳	21908	3323
KR1e0015	春秋集傳辨疑-唐-陸淳	32162	3943
KR1e0016	春秋名號歸一圖-後蜀-馮繼先	14738	1819
KR1e0017	春秋年表--闕名	257	168
KR1e0018	春秋尊王發微-宋-孫復	40891	3856
KR1e0019	春秋皇綱論-宋-王晳	13113	2893
KR1e0020	春秋通義-宋-闕名	3791	1228
KR1e0021	春秋權衡-宋-劉敞	81380	5736
KR1e0022	劉氏春秋傳-宋-劉敞	51765	4730
KR1e0023	劉氏春秋意林-宋-劉敞	22932	3896
KR1e0024	春秋傳說例-宋-劉敞	2965	994
KR1e0025	孫氏春秋經解-宋-孫覺	88981	5807
KR1e0026	蘇氏春秋集解-宋-蘇轍	37120	3937
KR1e0027	春秋辨疑-宋-蕭楚	32756	4411
KR1e0028	崔氏春秋經解-宋-崔子方	55353	4465
KR1e0029	春秋本例-宋-崔子方	28885	2523
KR1e0030	春秋五禮例宗-宋-張大亨	27888	2947
KR1e0031	春秋通訓-宋-張大亨	42163	4858
KR1e0032	葉氏春秋傳-宋-葉夢得	92434	5884
KR1e0033	春秋考-宋-葉夢得	112988	7257
KR1e0034	春秋三傳讞-宋-葉夢得	169280	6892
KR1e0035	呂氏春秋集解-宋-呂本中	210456	9128
KR1e0036	胡氏春秋傳-宋-胡安國	148209	8249
KR1e0037	高氏春秋集註-宋-高閌	121546	7117
KR1e0038	春秋後傳-宋-陳傅良	48739	3855
KR1e0039	左氏傳說-宋-呂祖謙	59494	6278
KR1e0040	左氏傳續說-宋-呂祖謙	53001	6614
KR1e0041	左氏博議-宋-呂祖謙	143117	9862
KR1e0042	春秋比事-宋-沈棐	113814	5836
KR1e0043	東萊呂太史春秋左傳類編-宋-呂祖謙	57829	5812
KR1e0044	春秋左傳要義-宋-魏了翁	121917	8752
KR1e0045	春秋分記-宋-程公說	376930	11695
KR1e0046	春秋講義-宋-戴溪	59922	5308
KR1e0047	春秋集義-宋-李明復	255357	9780
KR1e0048	張氏春秋集注-宋-張洽	151996	8585
KR1e0049	春秋王霸列國世紀編-宋-李琪	42130	4455
KR1e0050	春秋通說-宋-黃仲炎	63010	6312
KR1e0051	洪氏春秋說-宋-洪咨虁	99856	7880
KR1e0052	春秋經筌-宋-趙鵬飛	193561	7819
KR1e0053	春秋或問-宋-呂大圭	85548	6246
KR1e0054	春秋集傳詳說-宋-家鉉翁	205694	8250
KR1e0055	讀春秋編-宋-陳深	127264	7562
KR1e0056	春秋集傳釋義大成-元-兪皋	283306	10335
KR1e0057	春秋纂言-元-吳澄	240251	8800
KR1e0058	春秋提綱-元-陳則通	43428	4783
KR1e0059	春秋諸國統紀-元-齊履謙	22664	3606
KR1e0060	春秋本義-元-程端學	206585	9450
KR1e0061	程氏春秋或問-元-程端學	68564	6070
KR1e0062	三傳辨疑-元-程端學	196317	8684
KR1e0063	春秋讞義-元-王元杰	52916	5423
KR1e0064	春秋會通-元-李廉	327483	10496
KR1e0065	春秋闕欵-元-鄭玉	280831	9984
KR1e0066	春秋集傳-元-趙汸	88331	5586
KR1e0067	春秋師說-元-趙汸	31419	4995
KR1e0068	春秋左氏傳補註-元-趙汸	70585	6806
KR1e0069	春秋金鎖匙-元-趙汸	10639	1734
KR1e0070	春秋屬辭-元-趙汸	135744	6468
KR1e0071	春秋胡傳附錄纂疏-元-汪克寬	543353	12607
KR1e0072	春秋春王正月考-明-張以寧	20303	3597
KR1e0073	春秋書法鉤元-明-石光霽	42255	4893
KR1e0074	春秋大全-明-胡廣	672184	12981
KR1e0075	春秋經傳辨疑-明-童品	13484	2676
KR1e0076	春秋正傳-明-湛若水	263720	9521
KR1e0077	左傳附注-明-陸粲	43546	6026
KR1e0078	春秋胡氏傳辨疑-明-陸粲	10765	2785
KR1e0079	春秋明志錄-明-熊過	124548	7713
KR1e0080	春秋正旨-明-高拱	4423	1380
KR1e0081	春秋輯傳-明-王樵	308322	10954
KR1e0082	春秋億-明-徐學謨	36039	3387
KR1e0083	春秋事義全考-明-姜寶	167014	8422
KR1e0084	春秋左傳屬事-明-傅遜	268472	10876
KR1e0085	春秋胡傳考誤-明-袁仁	6215	1840
KR1e0086	左氏釋-明-馮時可	10055	2933
KR1e0087	春秋質疑-明-楊于庭	19522	3770
KR1e0088	春秋孔義-明-高攀龍	42798	4354
KR1e0089	春秋辯義-明-卓爾康	342364	11034
KR1e0090	讀春秋略記-明-朱朝瑛	85848	6716
KR1e0091	春秋四傳質-明-王介之	43192	5941
KR1e0092	左傳杜林合注-晉-杜預	404130	11522
KR1e0093	日講春秋解義-清-庫勒納	403304	12022
KR1e0094	欽定春秋傳說彙纂-清-王掞	745783	13296
KR1e0095	御纂春秋直解-清-傅恒	101250	6351
KR1e0096	左傳杜解補正-清-顧炎武	19930	4360
KR1e0097	春秋稗疏-清-王夫之	19076	3867
KR1e0098	春秋四傳糾正-清-兪汝言	9236	2463
KR1e0099	春秋平議-清-兪汝言	66346	5650
KR1e0100	讀左日鈔-清-朱鶴齡	101253	9066
KR1e0101	左傳事緯-清-馬驌	241899	10223
KR1e0102	春秋毛氏傳-清-毛奇齡	164294	8290
KR1e0103	春秋簡書刋誤-清-毛奇齡	9106	2058
KR1e0104	春秋屬辭比事記-清-毛奇齡	11340	1793
KR1e0105	春秋地名考略-清-高士奇	155638	8552
KR1e0106	春秋管窺-清-徐庭垣	56223	5494
KR1e0107	三傳折諸-清-張尚瑗	69459	6984
KR1e0108	春秋闕如編-清-焦袁熹	68915	5954
KR1e0109	春秋宗朱辨義-清-張自超	186606	7009
KR1e0110	春秋通論-清-方苞	26478	3154
KR1e0111	春秋世族譜-清-陳厚耀	7243	1517
KR1e0112	春秋長歷-清-陳厚耀	50592	2644
KR1e0113	惠氏春秋說-清-惠士奇	155768	7987
KR1e0114	春秋大事表-清-顧棟高	211775	10768
KR1e0115	春秋識小錄-清-程廷祚	27124	3078
KR1e0116	惠氏春秋左傳補註-清-惠棟	47451	6456
KR1e0117	春秋左傳小疏-清-沈彤	5373	1684
KR1e0118	春秋地理考實-清-江永	67362	4748
KR1e0119	三正考-清-吳鼐	6371	1704
KR1e0120	春秋究遺-清-葉酉	114006	6634
KR1e0121	春秋隨筆-清-顧奎光	16407	3505
KR1e0122	春秋繁露-漢-董仲舒	49962	5806
KR1f0001	孝經(正文)--	1255	565
KR1f0002	孝經-唐-	4112	1333
KR1f0003	古文孝經孔氏傳-漢-孔安國	13105	2845
KR1f0004	孝經注疏-唐-玄宗	39129	5337
KR1f0005	孝經指解-唐-玄宗	10891	2358
KR1f0006	孝經刋誤-宋-朱熹	3041	1176
KR1f0007	孝經大義-元-董鼎	11075	2687
KR1f0008	孝經定本-元-吳澄	8661	2233
KR1f0009	孝經述註-明-項霦	4756	1688
KR1f0010	孝經集傳-明-黃道周	56297	6120
KR1f0011	御定孝經注-清-世祖	9225	2420
KR1f0012	御纂孝經集註-清-世宗胤禎	7580	1991
KR1f0013	孝經問-清-毛奇齡	5656	1775
KR1f0014	忠經--	3408	1125
KR1g0001	駁五經異義-漢-許愼	11412	2723
KR1g0002	鄭志-魏-鄭小同	12715	2992
KR1g0003	經典釋文-唐-陸德明	435048	15137
KR1g0004	公是七經小傳-宋-劉敞	17657	3733
KR1g0005	程氏經說-宋-程頤	35314	5780
KR1g0006	六經圖-宋-楊甲	29224	5193
KR1g0007	六經正誤-宋-毛居正	39902	5568
KR1g0008	九經三傳沿革例-宋-岳珂	8720	2220
KR1g0009	融堂四書管見-宋-錢時	68748	7014
KR1g0010	四如講稿-宋-黃仲元	32455	5554
KR1g0011	六經奧論-宋-鄭樵	44700	6214
KR1g0012	明本排字九經直音--闕名	56815	6851
KR1g0013	五經說-元-熊明來	43104	6010
KR1g0014	十一經問對-元-何異孫	33831	5600
KR1g0015	五經蠡測-明-蔣悌生	56802	7059
KR1g0016	簡端錄-明-邵寶	50795	6169
KR1g0017	五經稽疑-明-朱睦㮮	36212	5939
KR1g0018	經典稽疑-明-陳耀文	35142	6390
KR1g0020	七經孟子考文補遺-日本-山井鼎	310973	12549
KR1g0021	九經誤字-清-顧炎武	2420	936
KR1g0022	經問-清-毛奇齡	112894	8704
KR1g0023	十三經義疑-清-吳浩	40199	5994
KR1g0024	九經古義-清-惠棟	64552	7434
KR1g0025	經稗-清-鄭方坤	8251	2579
KR1g0026	十三經注疏正字-清-沈廷芳	98194	9270
KR1g0027	朱子五經語類-清-程川	189891	8663
KR1g0028	羣經補義-清-江永	26258	4766
KR1g0029	經咫-清-陳祖范	14674	3749
KR1g0030	九經辨字瀆蒙-清-沈炳震	98900	9530
KR1g0031	古經解鉤沉-清-余蕭客	127296	10840
KR1g0032	古微書-明-孫瑴	127519	10136
KR1h0001	孟子(正文)--	26384	4236
KR1h0002	孟子-漢-	70325	6563
KR1h0003	孟子注疏-漢-趙岐	210205	9996
KR1h0004	論語(正文)--	13753	2610
KR1h0005	論語-魏-	28214	4365
KR1h0006	論語集解義疏-魏-何晏	142962	8366
